Palas,Precio,Marca,Color,Balance,Nucleo,Cara,Dureza,Nivel de Juego,Forma,Superficie,Tipo de Juego,Jugador,score_lesion,score_nivel
PICKLEBALL HEAD EXTREME TOUR MAX 2023,154.95,No data,No data,0,0,0,0,0,0,0,0,No data,0.0,0.0
PICKLEBALL HEAD GRAVITY TOUR SH 2023 200033,189.99,No data,No data,0,0,0,0,0,0,0,0,No data,0.0,0.0
ASICS SPEED 2018 157527 0657,79.95,No data,No data,0,0,0,0,0,0,0,0,No data,0.0,0.0
SIUX ORIGEN PRO 2.0 ROJO 3896,109.95,No data,No data,0,0,0,0,0,0,0,0,No data,0.0,0.0
NOX NERBO WPT LUXURY SERIES 2022,189.95,nox,"gris, rojo",3,2,0,0,3,3,2,0,hombre,0.5961538461538461,0.6599634369287021
VIBOR-A TAIPAN CLASSIC EDITION,163.95,vibor-a,"negro, rojo",2,4,0,0,2,2,1,0,mixta,0.5384615384615385,0.5210237659963437
RS PADEL PRIME TEAM EDITION NEGRO AZUL MUJER,89.95,No data,"negro, azul",2,4,0,0,2,2,2,0,mujer,0.576923076923077,0.5648994515539306
PALA BEACH TENNIS ADIDAS BT METALBONE 3.2 H14 ROJO,139.95,adidas,rojo,0,0,0,0,2,2,0,1,mixta,0.21153846153846156,0.2742230347349177
PICKLEBALL ADIDAS PB RX 44 PB3CA0U16,115.95,No data,No data,0,0,0,0,0,0,0,0,No data,0.0,0.0
ROYAL PADEL AMERICA MASTER,123.95,royal padel,"negro, gold",2,0,1,0,2,2,2,0,mixta,0.3923076923076923,0.42595978062157225
PICKLEBALL HEAD EXTREME TOUR LITE 2023,149.95,head,verde,0,0,0,1,2,3,0,1,hombre,0.3076923076923077,0.3729433272394881
PICKLEBALL HEAD RADICAL PRO 226022,109.95,head,No data,2,0,1,2,2,0,1,3,mixta,0.5653846153846154,0.5246800731261426
PICKLEBALL HEAD EXTREME ELITE 2023,269.95,bullpadel,"blanco, azul",3,2,0,2,2,3,1,3,hombre,0.8076923076923077,0.7952468007312614
BULLPADEL HACK 03 CM FIN 23,69.95,head,verde,2,0,0,0,1,3,0,2,hombre,0.38461538461538464,0.3930530164533821
WILSON BELA PRO PADEL V2.5,271.95,wilson,rojo,3,2,0,3,3,3,2,2,hombre,0.8846153846153847,0.9012797074954296
LOK MAXX HYPE 2024,300.0,No data,"blanco, rojo",3,2,0,2,3,3,2,3,hombre,0.8846153846153847,0.9122486288848263
LOK EASY FLOW 2024,180.0,No data,verde,2,2,0,2,1,1,1,2,hombre,0.576923076923077,0.5027422303473492
LOK CARB-ON HYPE 2024,250.0,No data,naranja,3,0,0,2,2,3,2,2,hombre,0.6730769230769231,0.696526508226691
LOK EASY HYPE 2024,180.0,No data,"blanco, naranja",3,2,0,2,1,3,1,3,hombre,0.7692307692307693,0.7221206581352834
ROYAL PADEL R-LINE RACE 2024,297.95,royal padel,No data,3,2,0,2,3,3,2,3,hombre,0.8846153846153847,0.9122486288848263
ROYAL PADEL 777 RA,230.0,royal padel,"blanco, naranja",2,0,1,0,2,2,1,0,mixta,0.35384615384615387,0.38208409506398533
ORYGEN EPIC 3 XTREME,59.95,orygen,"negro, naranja",2,4,0,0,2,0,1,0,mixta,0.46153846153846156,0.4113345521023766
ENEBE RSX CARBON 2021,133.95,enebe,"negro, rojo",2,4,0,0,2,2,1,0,hombre,0.5384615384615385,0.5210237659963437
SOFTEE GALAXY,54.95,softee,"negro, amarillo",1,4,1,0,1,1,1,0,mixta,0.45,0.3747714808043876
DROP SHOT CONQUEROR 9.0,194.95,drop shot,"negro, gris",2,2,0,0,2,2,2,2,hombre,0.576923076923077,0.586837294332724
WILSON PRO STAFF V2 PADEL 2,231.95,wilson,"negro, amarillo",1,4,0,0,2,1,2,0,mixta,0.4807692307692308,0.4552102376599635
ROYAL PADEL WHIP WOMAN 2024,220.95,royal padel,No data,1,0,1,1,2,1,2,1,mujer,0.4115384615384615,0.4149908592321755
VIDAR OF BASTAD CC ELITE AIR,214.95,No data,"negro, blanco, rojo",2,3,0,0,2,2,2,0,mixta,0.5192307692307693,0.5210237659963437
ROYAL PADEL R-LINE CONTROL 2024,297.95,royal padel,verde,1,1,0,2,2,1,2,1,hombre,0.4807692307692308,0.46617915904936014
VIDAR OF BASTAD CC TOUR X,154.95,No data,"negro, blanco",0,4,0,0,2,1,2,0,mixta,0.42307692307692313,0.4277879341864717
PICKLEBALL HEAD GRAVITY TOUR LH 2023,189.95,No data,No data,0,0,0,0,0,0,0,0,No data,0.0,0.0
PICKLEBALL ADIDAS PB ADIPOWER ATTK TEAM NEGRO ROJO PB2AA0U17,184.95,adidas,"gris, rojo",3,3,0,3,2,0,0,3,hombre,0.7692307692307693,0.6745886654478976
PICKLEBALL HEAD RADICAL ELITE 226032,69.95,No data,No data,0,0,0,0,0,0,0,0,No data,0.0,0.0
SIDE SPIN SS1 FIBER GLASS,57.95,No data,"negro, azul",1,4,1,0,1,1,1,0,mixta,0.45,0.3747714808043876
PALA DE PÁDEL SIDE SPIN VEXA CARBON FRAME,71.95,No data,"negro, fucsia, rosa",1,2,0,0,2,1,2,0,mixta,0.3653846153846154,0.3674588665447898
DUNLOP GALACTICA TEAM,159.95,dunlop,negro,2,4,0,0,2,2,2,0,mixta,0.576923076923077,0.5648994515539306
ENEBE VENOM 22 0011818,101.95,enebe,"negro, blanco",2,4,1,0,1,2,1,0,hombre,0.5461538461538462,0.4844606946983547
VIBOR-A ASSASSIN ATTACK,61.95,vibor-a,"negro, naranja",3,4,0,0,2,3,1,0,hombre,0.6346153846153847,0.6307129798903108
VIBOR-A RUSSELL ADVANCE 2022,170.95,vibor-a,"negro, naranja",2,4,1,0,2,2,1,0,mixta,0.5846153846153846,0.5575868372943328
SIDE SPIN AW6 FCO 3K MATT,103.95,No data,"negro, rojo",1,2,0,0,2,1,2,0,mixta,0.3653846153846154,0.3674588665447898
SOFTEE FREEDOM,224.95,softee,"negro, amarillo",3,2,0,0,2,3,1,0,mixta,0.5192307692307693,0.5429616087751371
RS PADEL PRO EDITION SIMON VASQUEZ,298.95,No data,"negro, naranja",3,2,0,0,2,0,2,0,hombre,0.44230769230769235,0.42230347349177333
SOFTEE SPEED WHITE POWER,121.95,softee,"negro, blanco, plateado",2,4,0,0,2,2,2,0,mixta,0.576923076923077,0.5648994515539306
DUNLOP GALAXY,79.95,dunlop,"negro, rojo",2,2,0,0,2,1,1,0,mixta,0.38461538461538464,0.37842778793418647
DUNLOP INFERNO ULTIMATE PRO WHITE,59.95,dunlop,"negro, blanco",2,4,1,0,2,0,1,2,mixta,0.6230769230769231,0.5575868372943328
PALA DE PÁDEL MUNICH ATMOSPHERE ROJO,67.95,No data,"negro, rojo",2,2,1,0,1,1,2,0,mixta,0.4307692307692308,0.3857404021937843
VIBOR-A ASSASINS,173.95,vibor-a,"gris, azul",2,2,0,0,2,2,1,0,mixta,0.42307692307692313,0.43327239488117003
DUNLOP IMPACT CARBON PRO LTD WOMAN,69.95,dunlop,"gris, azul, rosa",2,2,0,0,2,0,2,2,mujer,0.5,0.4771480804387569
SOFTEE WINNER PRO GALLAECIA,125.95,softee,"negro, verde",0,4,0,0,2,2,1,0,mixta,0.42307692307692313,0.4387568555758684
DUNLOP IMPACT PRO HL ORANGE,59.95,dunlop,"negro, naranja, azul",2,2,1,0,2,0,1,0,mixta,0.3923076923076923,0.3601462522851919
VIBOR-A VIPERA,64.95,vibor-a,"negro, rojo",2,4,1,0,1,1,2,2,hombre,0.6615384615384615,0.5831809872029251
STARVIE TITANIA KEPLER SPEED 2.0 2023,69.95,No data,"negro, azul, rojo",1,4,1,0,2,1,2,1,mixta,0.5846153846153846,0.546617915904936
J.HAYBER WARRIOR,192.95,No data,"negro, verde",2,4,0,2,2,1,1,1,hombre,0.6730769230769231,0.6087751371115173
DROP SHOT CONQUEROR 10 BT,146.95,drop shot,negro,2,4,0,0,2,0,2,2,hombre,0.6153846153846154,0.5648994515539306
