Palas,Precio,Marca,Color,Balance,Nucleo,Cara,Dureza,Nivel de Juego,Forma,Superficie,Tipo de Juego,Jugador,score_lesion,score_nivel
VIBOR-A TITAN 2024,359.95,vibor-a,No data,2,2,0,2,2,0,2,2,hombre,0.6153846153846154,0.5648994515539306
SIUX BLACK CARBON REVOLUTION 2 2023,94.95,siux,"negro, rojo",1,3,0,3,2,1,1,1,hombre,0.6153846153846154,0.5539305301645338
BLACK CROWN PITON LIMITED,207.95,black crown,"negro, gold",0,2,0,0,2,1,2,0,mixta,0.3076923076923077,0.34003656307129804
NOX AT PRO CUP COORP 2024,118.95,nox,blanco,2,3,1,2,3,2,1,2,mixta,0.7961538461538462,0.7842778793418647
WILSON CARBON FORCE PRO GOLD LTD,192.95,wilson,"negro, gold",1,4,0,0,2,1,2,1,mixta,0.5384615384615385,0.510054844606947
BULLPADEL ELITE W 24,180.95,bullpadel,"negro, blanco",2,2,0,2,2,2,1,2,mujer,0.6538461538461539,0.6307129798903108
NOX ML10 BAHIA 12K LUXURY SERIES 2024,168.95,nox,"negro, gris, rojo",3,2,0,2,2,2,2,2,hombre,0.75,0.7294332723948812
DUNLOP INFINITY PRO G1 HL SILVER,94.95,bullpadel,"negro, blanco",2,2,0,2,2,0,1,2,hombre,0.576923076923077,0.5210237659963437
BULLPADEL NEURON,172.95,dunlop,"negro, plateado",2,4,0,0,2,2,1,0,mixta,0.5384615384615385,0.5210237659963437
BLACK CROWN PITON 9.0 SOFT,118.95,black crown,"negro, azul",2,4,0,0,2,1,1,0,mujer,0.5,0.46617915904936014
WINGPADEL AIR COMBAT BLACK CTRL 4.0,59.95,wingpadel,"negro, plateado",1,2,0,2,2,1,1,0,hombre,0.44230769230769235,0.4113345521023766
DUNLOP IMPACT GREEN NH,49.95,dunlop,"negro, verde",3,2,1,0,2,3,1,0,mixta,0.5653846153846154,0.5795246800731262
ADIDAS METALBONE PRO EDT BY ALE GALÁN,424.95,adidas,No data,3,4,0,2,3,3,2,3,hombre,1.0,1.0
SIUX BLACK CARBON REVOLUTION 3K,108.95,siux,negro,0,4,0,0,2,1,1,0,mixta,0.38461538461538464,0.38391224862888484
BULLPADEL FLOW W 24,171.95,bullpadel,blanco,3,2,0,2,2,3,2,3,mujer,0.8461538461538463,0.8391224862888482
SIUX PEGASUS (SS),520.0,siux,negro,2,4,0,2,2,0,1,2,hombre,0.6923076923076923,0.6087751371115173
BULLPADEL HACK 03 HYBRID 24,202.95,bullpadel,naranja,1,2,0,2,2,1,2,1,mixta,0.5384615384615385,0.510054844606947
HEAD SPEED PRO X SPECIAL PACKAGING 2023,203.95,head,"negro, gris",2,2,0,2,2,0,1,2,hombre,0.576923076923077,0.5210237659963437
BABOLAT TECHNICAL VIPER JUAN LEBRON 2024,303.95,babolat,rojo,3,2,0,2,3,3,2,3,mixta,0.8846153846153847,0.9122486288848263
BABOLAT DYNA SPIRIT 2023,127.95,babolat,"negro, lila",2,2,1,1,2,2,2,1,mixta,0.6230769230769231,0.6124314442413162
SIUX DIABLO REVOLUTION 2 JUNIOR VERDE,44.95,siux,No data,1,2,1,0,1,0,1,2,junior,0.4115384615384615,0.3418647166361975
NOX EQUATION ADVANCED SERIES 2024,83.95,nox,negro,1,3,1,2,1,1,2,1,mixta,0.6038461538461538,0.5173674588665448
ADIDAS METALBONE YOUTH 3.3 2024,69.95,adidas,"negro, rojo",3,4,1,1,1,3,1,3,junior,0.8730769230769231,0.8025594149908593
BABOLAT STIMA ENERGY 2023,169.95,babolat,"negro, azul",2,2,2,0,2,1,1,1,mixta,0.5346153846153846,0.506398537477148
HEAD EXTREME PRO,199.95,head,"negro, verde",3,1,2,2,2,3,2,3,mixta,0.8807692307692307,0.8683729433272395
BULLPADEL IONIC POWER 2023,99.95,bullpadel,"azul, plateado",3,2,1,0,2,3,2,3,hombre,0.7769230769230769,0.7879341864716637
ADIDAS CROSS IT LIGHT PRO EDT BY MARTITA ORTEGA,299.95,adidas,negro,1,4,0,2,3,1,2,1,mujer,0.6923076923076923,0.6709323583180986
BABOLAT VIPER JUNIOR NEGRO BLANCO,54.95,babolat,No data,2,4,1,0,1,2,2,0,junior,0.5846153846153846,0.5283363802559415
STAR VIE S2 FLUOR CARBON EFFECT,114.95,No data,"negro, amarillo",2,2,0,0,2,1,1,0,mixta,0.38461538461538464,0.37842778793418647
BABOLAT STORM 2022,55.95,babolat,"negro, amarillo, naranja",2,4,1,0,1,2,1,2,mixta,0.6615384615384615,0.5941499085923218
SIUX FUSION III,59.95,siux,"negro, naranja, azul",1,4,1,0,1,1,1,0,mixta,0.45,0.3747714808043876
RS COBRA EDITION NEGRO NARANJA,46.95,No data,"negro, naranja, verde",2,4,1,0,1,1,2,0,mixta,0.5461538461538462,0.473491773308958
SIUX BEAT HYBRID AIR,79.0,siux,No data,2,4,1,1,1,0,0,2,mujer,0.6038461538461538,0.4844606946983547
BULLPADEL HACK 02 PRF 2024,99.95,bullpadel,No data,2,4,1,2,2,0,1,2,hombre,0.7384615384615385,0.6453382084095064
VAIRO COLUMNS XTREME,85.95,No data,negro,2,2,0,2,2,0,1,2,hombre,0.576923076923077,0.5210237659963437
HEAD ULTIMATE POWER YELLOW WITH CB,69.95,head,"negro, amarillo",2,1,0,0,2,0,1,2,hombre,0.40384615384615385,0.3893967093235832
HEAD EXTREME ONE 2023,251.95,head,negro,3,1,0,2,2,3,2,3,mixta,0.7884615384615385,0.7952468007312614
ADIDAS METALBONE CARBON CTRL 3.3 2024,190.95,adidas,negro,1,4,0,1,2,1,2,1,hombre,0.5961538461538461,0.5539305301645339
ECLYPSE LUNAR 3.0 WOMAN,191.95,No data,"negro, morado",0,3,1,0,2,1,2,0,mujer,0.4115384615384615,0.42047531992687387
VAIRO BLACK KARBON CONFORT,189.95,No data,negro,2,2,0,1,2,0,2,2,mixta,0.5576923076923077,0.5210237659963438
BABOLAT TECHNICAL VERON JUAN LEBRON 2024,184.95,babolat,rojo,3,2,2,2,3,3,2,3,hombre,0.9769230769230769,0.9853747714808044
BABOLAT STIMA SPIRIT 2023,144.95,babolat,"negro, rosa",2,2,1,1,2,1,2,3,mujer,0.7000000000000001,0.6672760511882998
NOX EQUATION LIGHT ADVANCED SERIES 2024,89.95,nox,"blanco, rosa",2,2,1,0,2,1,2,1,mujer,0.5269230769230769,0.513711151736746
ADIDAS METALBONE CTRL 3.3 2024,243.95,adidas,"negro, azul",1,4,0,1,2,1,2,1,hombre,0.5961538461538461,0.5539305301645339
SIUX SPYDER LITE 3 HARD,229.0,siux,negro,3,3,0,3,2,3,1,3,hombre,0.9230769230769231,0.882998171846435
SIUX PEGASUS REVOLUTION CUBE,199.95,black crown,No data,2,4,1,0,1,1,2,0,mixta,0.5461538461538462,0.473491773308958
BLACK CROWN HURRICANE 2022,85.95,siux,negro,2,3,0,3,2,0,1,2,hombre,0.6923076923076923,0.6087751371115173
BLACK CROWN PITON AIR,99.95,black crown,"negro, naranja",1,2,0,0,2,1,1,0,mixta,0.3269230769230769,0.3235831809872029
BULLPADEL IONIC CONTROL 2023,99.95,bullpadel,"naranja, lila",3,2,0,0,2,3,2,3,hombre,0.7307692307692308,0.7513711151736746
RS COBRA APEX EDITION WOMEN BLACK,109.95,No data,"negro, rosa",1,2,0,0,2,2,2,0,mujer,0.40384615384615385,0.42230347349177333
BLACK CROWN SPECIAL POWER,175.95,black crown,"negro, gris",0,2,0,0,2,2,2,0,hombre,0.34615384615384615,0.39488117001828155
HEAD SPEED MOTION ARI SANCHEZ 2024,259.95,head,No data,2,1,2,1,2,2,1,2,mujer,0.6307692307692307,0.6160877513711153
ADIDAS ADIPOWER LIGHT 3.3,142.95,adidas,blanco,1,4,0,1,2,1,2,1,mujer,0.5961538461538461,0.5539305301645339
HARLEM HELIX,59.95,No data,"negro, amarillo, morado",0,4,1,0,2,0,1,0,mixta,0.3923076923076923,0.3656307129798903
SALMING MAGICIAN S5 DUAL FORCE,78.95,No data,blanco,1,4,0,0,1,1,1,0,mixta,0.40384615384615385,0.3382084095063985
ENEBE NITRO GREEN 2024,59.95,enebe,negro,2,2,1,2,1,1,1,1,hombre,0.5653846153846154,0.4844606946983547
DUNLOP ROCKET TOUR AZUL,50.95,dunlop,"negro, azul",2,2,1,2,1,1,1,1,hombre,0.5653846153846154,0.4844606946983547
WILSON PRO STAFF ELITE V2,153.95,wilson,"negro, naranja",1,4,1,0,2,1,2,1,mixta,0.5846153846153846,0.546617915904936
VIBOR-A KING COBRA XTREME 3K 2024,147.95,vibor-a,blanco,3,2,0,2,2,3,2,3,hombre,0.8461538461538463,0.8391224862888482
BLACK CROWN PITON 12 2024,160.95,black crown,"negro, rojo",2,4,0,1,2,1,2,2,hombre,0.7115384615384616,0.6636197440585009
HEAD EXTREME MOTION PAULA JOSEMARIA 2024,259.95,head,No data,3,1,2,2,2,3,1,3,mujer,0.8423076923076923,0.8244972577696527
DUNLOP SPEED ELITE HL,50.95,dunlop,"negro, verde",2,4,1,0,1,1,1,0,hombre,0.5076923076923077,0.4296160877513711
DUNLOP TITAN 2.0 VERDE,89.95,dunlop,No data,2,0,0,2,2,0,1,2,hombre,0.46153846153846156,0.43327239488117003
VARLION LW SUMMUM CARBON BLACK,111.95,varlion,"negro, morado",1,2,0,0,2,1,2,0,mixta,0.3653846153846154,0.3674588665447898
DUNLOP TITAN 2.0 NARANJA,89.95,dunlop,No data,2,0,1,2,2,0,1,2,hombre,0.5076923076923077,0.46983546617915906
VIBOR-A YARARA ELITE 24K,208.95,vibor-a,"gold, rojo",2,2,0,2,3,2,2,2,hombre,0.7307692307692308,0.7477148080438757
WILSON PRO STAFF V2 2024,223.95,wilson,"amarillo, rojo",1,2,0,2,2,1,2,1,hombre,0.5384615384615385,0.510054844606947
BLACK CROWN PITON NAKANO,84.95,black crown,"negro, plateado, rosa",3,4,1,0,3,1,1,0,mujer,0.6423076923076924,0.6307129798903108
SOFTEE PRO MASTER EVOLUTION ROJO,52.95,softee,"negro, rojo",2,4,1,0,1,2,2,0,mixta,0.5846153846153846,0.5283363802559415
HARLEM BIONIC,75.95,No data,"negro, rojo",0,4,0,0,2,0,2,0,mixta,0.38461538461538464,0.3729433272394881
DUNLOP AERO-STAR TEAM,114.95,dunlop,No data,3,2,0,2,2,3,2,3,hombre,0.8461538461538463,0.8391224862888482
STAR VIE KRAKEN PRO,125.95,No data,"negro, verde",3,2,0,0,2,2,2,0,mixta,0.5192307692307693,0.5319926873857405
SIUX INFERNAL AVANT,79.0,siux,No data,0,0,0,0,0,0,0,0,No data,0.0,0.0
STARVIE TRITON ULTRA SPEED SOFT 2024,179.0,No data,"negro, plateado",3,4,0,1,2,2,2,3,hombre,0.8653846153846154,0.8281535648994515
BLACK CROWN PITON AIR 12K 24,153.95,black crown,verde,1,2,0,2,2,1,2,1,hombre,0.5384615384615385,0.510054844606947
BULLPADEL BP10 EVO 2024,83.95,bullpadel,"negro, naranja",2,4,1,0,2,1,1,2,hombre,0.6615384615384615,0.6124314442413162
SIUX DIABLO GO 3,189.0,siux,"negro, blanco",2,2,0,2,1,0,0,2,hombre,0.5,0.40402193784277884
ADIDAS RX SERIES RED 2024,81.95,adidas,"negro, blanco, rojo",1,4,1,1,1,1,1,1,hombre,0.5653846153846154,0.4734917733089579
MYSTICA QUICKSTART CONTROL WHITE 2024,52.95,No data,verde,1,2,1,1,1,1,0,1,mixta,0.4115384615384615,0.3418647166361975
ROYAL PADEL 34 ANIVERSARIO HYBRID 2024,218.95,royal padel,rojo,2,1,0,1,2,2,2,2,hombre,0.576923076923077,0.586837294332724
STARVIE AQUILA SPACE 2.0 2023,134.95,No data,"negro, blanco, gris, azul",2,4,0,0,2,2,2,2,mixta,0.6923076923076923,0.6745886654478978
SIUX BLACK CARBON REVOLUTION 2,94.95,siux,"negro, rojo",1,3,0,3,2,1,1,1,hombre,0.6153846153846154,0.5539305301645338
VIBOR-A YARARA ANIVERSARIO,206.95,vibor-a,"negro, gold, rojo",0,4,0,0,2,2,2,0,mixta,0.46153846153846156,0.4826325411334553
VIBOR-A BAMBOO LIQUID EDITION 2023,176.95,vibor-a,"negro, verde",1,4,0,0,1,1,2,1,mixta,0.5,0.43692870201096895
BABOLAT TECHNICAL VERON 2024,190.95,babolat,No data,3,2,2,0,2,3,0,3,hombre,0.7461538461538462,0.7367458866544789
WILSON BELA V2 KID,85.95,wilson,No data,2,2,1,2,1,2,2,2,junior,0.7000000000000001,0.6380255941499087
DUNLOP IMPACT CARBON PRO LTD AZUL,69.95,dunlop,"gris, azul",2,0,1,0,1,0,0,2,hombre,0.3153846153846154,0.26508226691042047
HARLEM CYCLONE 12K HP-198,91.95,No data,"negro, gold, gris",2,4,0,0,1,0,1,2,hombre,0.5384615384615385,0.44789762340036565
VIBOR-A KING COBRA ELITE 24K,227.95,vibor-a,rojo,3,2,0,1,2,3,2,3,hombre,0.7884615384615385,0.7952468007312614
STARVIE AQUILA 2024,110.95,No data,negro,3,4,0,1,1,2,2,2,mixta,0.7692307692307693,0.70018281535649
VAIRO TURBO SPEED,64.95,No data,No data,0,0,0,0,0,0,0,0,No data,0.0,0.0
VAIRO GRAPHENO SPEED,74.95,No data,No data,2,2,0,1,2,1,1,1,hombre,0.5,0.4771480804387569
RS PRIME TEAM EDITION MUJER,149.95,No data,"negro, rosa",0,4,0,0,2,2,2,0,mujer,0.46153846153846156,0.4826325411334553
VAIRO ACROSS BLUE,51.95,No data,azul,1,2,1,0,1,1,1,1,hombre,0.3923076923076923,0.3418647166361975
STARVIE RAYDIUM COLUMNS 2023,103.95,No data,"naranja, azul",2,4,0,2,1,1,1,2,hombre,0.6923076923076923,0.5904936014625228
ADIDAS DRIVE 3.3 BLUE,51.95,adidas,azul,1,4,1,1,1,1,1,1,hombre,0.5653846153846154,0.4734917733089579
SIUX TRILOGY GO 4,175.0,siux,"negro, verde",1,4,0,1,1,1,1,1,hombre,0.5192307692307693,0.4369287020109689
J HAYBER DOMINATOR D3K,122.95,No data,"negro, lima",2,2,0,0,2,1,2,0,mixta,0.42307692307692313,0.42230347349177333
WILSON CARBON FORCE LT 2023,127.95,wilson,negro,2,4,0,1,2,3,2,3,hombre,0.8461538461538463,0.8281535648994515
ADIDAS MATCH 3.3 BLACK RED 2024,55.95,adidas,"negro, rojo",3,4,1,1,1,2,1,2,mixta,0.7769230769230769,0.6928702010968921
SIUX BEAT CONTROL,79.0,siux,verde,1,4,1,1,1,1,0,1,hombre,0.5269230769230769,0.4296160877513711
ADIDAS CROSS IT CTRL 2024,225.95,adidas,"negro, naranja",1,3,0,3,2,1,2,1,hombre,0.6538461538461539,0.5978062157221207
STAR VIE VESTA,71.95,No data,"negro, morado, rosa",2,4,1,0,2,1,1,0,mixta,0.5461538461538462,0.5027422303473492
STAR VIE COMET,107.95,No data,No data,2,4,0,0,1,1,1,0,mixta,0.46153846153846156,0.3930530164533821
BABOLAT COUNTER VIPER 2024,242.95,babolat,amarillo,3,2,0,2,1,0,2,2,hombre,0.6346153846153847,0.546617915904936
VIBOR-A YARARA RADICAL 12K 2024,279.95,vibor-a,plateado,3,2,0,0,2,2,2,3,hombre,0.6923076923076923,0.696526508226691
ADIDAS BT ADIPOWER H24,129.95,adidas,"negro, naranja",2,2,0,0,2,0,2,2,mixta,0.5,0.4771480804387569
PRINCE AIR V,81.95,prince,negro,0,2,0,2,1,2,0,2,hombre,0.46153846153846156,0.4314442413162706
ENEBE SPITFIRE 12K 2024,199.95,enebe,"negro, verde",0,2,0,2,2,2,0,2,mixta,0.5,0.5045703839122486
VIBOR-A TITAN JUNIOR CLASSIC FIBER 2024,71.95,vibor-a,negro,2,2,1,2,1,0,1,2,junior,0.5846153846153846,0.4844606946983547
VAIRO GRAPHENO CONFORT,144.95,No data,No data,2,2,1,2,2,0,2,1,hombre,0.6038461538461538,0.546617915904936
VAIRO EVERLAST CROSS,174.95,No data,No data,3,2,0,3,2,3,1,0,hombre,0.6923076923076923,0.6745886654478976
ROYAL PADEL RP WHIP EXTREME 2024,198.95,royal padel,No data,2,0,1,1,2,1,2,2,hombre,0.5269230769230769,0.5246800731261426
BULLPADEL RAIDER CONTROL,59.95,bullpadel,naranja,1,4,1,1,1,1,1,1,mixta,0.5653846153846154,0.4734917733089579
ENEBE COMBAT ULTRASOFT CELESTE,60.95,enebe,"negro, azul",1,2,1,0,1,1,1,0,mixta,0.3346153846153846,0.28702010968921393
WILSON PRO STAFF V2 TEAM,47.95,wilson,"gris, rojo",1,4,1,0,2,1,1,0,mixta,0.48846153846153845,0.44789762340036565
BLACK CROWN PITON 11 SOFT 2023,109.0,black crown,azul,1,2,2,0,2,1,2,1,mixta,0.5153846153846154,0.49542961608775143
RS PADEL COBRA APEX EDITION MENTA MUJER,109.95,No data,"negro, verde",1,2,0,0,2,2,2,0,mujer,0.40384615384615385,0.42230347349177333
RS PRIME EDITION 2.0 MUJER,169.95,No data,"negro, rosa",2,2,0,0,2,2,2,0,mujer,0.46153846153846156,0.4771480804387569
BLACK CROWN PATRON 2024,174.95,black crown,No data,2,2,0,2,1,0,2,2,hombre,0.576923076923077,0.4917733089579525
HEAD RADICAL ELITE 2024,132.95,head,rojo,2,1,1,2,1,2,1,2,hombre,0.6038461538461538,0.5502742230347349
ADIDAS MATCH 3.3 BLACK LIME 2024,52.95,adidas,"negro, amarillo",3,4,1,1,1,2,1,2,mixta,0.7769230769230769,0.6928702010968921
DUNLOP RAPID POWER 4.0,65.95,dunlop,"negro, plateado",2,2,1,2,1,2,1,2,hombre,0.6615384615384615,0.5941499085923218
STAR VIE TRONIX,120.95,No data,No data,1,4,0,0,1,1,1,0,mixta,0.40384615384615385,0.3382084095063985
SIUX LIBERTY HYBRID,99.95,siux,No data,2,2,0,2,1,2,1,2,hombre,0.6153846153846154,0.5575868372943328
DUNLOP TITAN 2.0 AMARILLA,89.95,dunlop,negro,2,0,1,2,2,0,1,2,hombre,0.5076923076923077,0.46983546617915906
STARVIE BASALTO 2024,150.95,No data,amarillo,2,4,0,1,1,2,2,2,hombre,0.7115384615384616,0.6453382084095064
STARVIE DRONOS ULTRA SPEED SOFT 2024,149.95,No data,No data,2,4,0,1,1,2,2,2,hombre,0.7115384615384616,0.6453382084095064
VIBOR-A YARARA XTREME 3K 2024,147.95,vibor-a,No data,2,2,0,2,2,0,2,2,hombre,0.6153846153846154,0.5648994515539306
ADIDAS ADIPOWER CTRL 3.3,190.95,adidas,"negro, naranja",1,4,0,1,2,1,2,1,hombre,0.5961538461538461,0.5539305301645339
ADIDAS ADIPOWER TEAM LIGHT 3.3,111.95,adidas,"blanco, verde",1,4,1,1,2,1,0,1,hombre,0.5653846153846154,0.5027422303473492
ADIDAS ADIPOWER MULTIWEIGHT 3.3,256.95,adidas,negro,3,2,0,2,2,3,2,1,hombre,0.7307692307692308,0.7294332723948812
BULLPADEL IONIC CONTROL 2024,122.95,bullpadel,"amarillo, naranja, plateado",1,2,0,2,1,1,1,1,hombre,0.46153846153846156,0.3930530164533821
BABOLAT COUNTER VERON 2024,191.95,babolat,"negro, amarillo",3,2,2,2,1,0,2,2,hombre,0.7269230769230769,0.6197440585009142
SIUX GENESIS HYBRID 12K,299.0,siux,"negro, rojo",2,2,0,0,2,0,2,2,hombre,0.5,0.4771480804387569
DUNLOP INFERNO CARBON EXTREME,127.95,dunlop,"negro, naranja",2,2,0,3,3,0,2,2,hombre,0.7115384615384616,0.6819012797074954
BABOLAT TECHNICAL VIPER 2024,255.95,babolat,marrón,3,2,0,2,2,3,2,3,hombre,0.8461538461538463,0.8391224862888482
DUNLOP TITAN PRO GOLD 2024,94.95,dunlop,gris,2,0,1,2,2,0,1,2,hombre,0.5076923076923077,0.46983546617915906
STARVIE CORVUS COLUMNS,101.95,No data,negro,3,4,0,1,2,2,1,3,hombre,0.826923076923077,0.7842778793418647
VAIRO COLUMNS ULTRA,229.95,No data,negro,2,2,0,2,2,0,1,2,mixta,0.576923076923077,0.5210237659963437
STARVIE VESTA 2024,88.95,No data,"negro, azul",2,4,1,1,1,1,0,1,hombre,0.5846153846153846,0.4844606946983547
STARVIE ECLIPTA 2024,99.95,No data,"negro, blanco, morado",1,4,1,1,1,1,1,1,mixta,0.5653846153846154,0.4734917733089579
VIBOR-A NAYA XTREME FIBER 2024,111.95,vibor-a,blanco,2,4,1,1,1,2,2,2,mixta,0.7576923076923077,0.6819012797074954
BLACK CROWN SPECIAL PRO,264.95,black crown,No data,2,2,0,2,2,2,2,2,hombre,0.6923076923076923,0.6745886654478978
SOFTEE IMPERIUM 2024,51.95,softee,negro,2,2,1,2,1,0,2,2,hombre,0.6230769230769231,0.5283363802559415
SIUX TITANIA LADY 2.0,79.0,siux,negro,2,2,1,2,3,1,1,2,mujer,0.7000000000000001,0.6855575868372944
BLACK CROWN SPECIAL MASTER,224.95,black crown,azul,2,2,2,2,2,2,0,2,hombre,0.7076923076923077,0.6599634369287021
STAR VIE KRAKEN SOFT,125.95,No data,"negro, verde",2,4,0,0,2,2,2,0,mixta,0.576923076923077,0.5648994515539306
SALMING HERO S21 ATTACK,114.95,No data,"negro, blanco",3,2,0,0,2,3,1,0,mixta,0.5192307692307693,0.5429616087751371
ENEBE CROSS,70.95,enebe,"amarillo, gris",1,4,1,0,2,1,1,0,mixta,0.48846153846153845,0.44789762340036565
VIDAR OF BASTAD CC ELITE,209.95,No data,"negro, gris",0,2,0,0,2,2,1,0,mixta,0.3076923076923077,0.3510054844606947
SALMING HERO S19 TECH,94.95,No data,"negro, rosa",0,2,0,0,2,0,1,0,mujer,0.23076923076923078,0.24131627056672764
ENEBE AEROX PRO CARBON ROJO,124.95,enebe,"negro, naranja",3,2,0,0,2,2,1,3,hombre,0.6538461538461539,0.6526508226691042
PALA BEACH TENNIS ADIDAS METALBONE 3.2 H31 NEGRO AZUL,149.95,adidas,"negro, azul",2,2,0,2,1,2,1,3,mixta,0.6730769230769231,0.6124314442413162
DUNLOP ROCKET TOUR ROJO,55.95,dunlop,"negro, rojo",2,2,1,2,1,1,1,1,hombre,0.5653846153846154,0.4844606946983547
VAIRO ACROSS PINK,64.95,No data,"negro, blanco, rosa",2,2,1,0,1,1,1,2,mujer,0.5076923076923077,0.4515539305301645
PRINCE ROCKET TATTO,149.95,prince,"negro, blanco, rojo",2,2,0,0,1,1,2,2,hombre,0.5,0.45886654478976235
DUNLOP BOOST ATTACK 2.0,97.95,dunlop,verde,2,4,1,1,1,2,2,2,mixta,0.7576923076923077,0.6819012797074954
BLACK CROWN PITON PREMIUM 2024,165.95,black crown,"negro, naranja",2,4,0,1,2,1,2,2,hombre,0.7115384615384616,0.6636197440585009
STARVIE ARCADIA 2024,66.95,No data,"naranja, azul",1,4,1,1,1,1,0,2,mixta,0.5846153846153846,0.4844606946983547
STARVIE TITANIA SOFT 2024,121.95,No data,"negro, rojo",2,4,1,1,1,1,2,2,hombre,0.7192307692307692,0.6270566727605118
STARVIE KENTA ETERNAL PRO 2024,184.95,No data,"negro, gold",1,2,0,2,2,1,2,1,hombre,0.5384615384615385,0.510054844606947
ENEBE SUPRA 3K 2024,183.95,enebe,"negro, naranja",2,2,0,2,2,2,1,2,hombre,0.6538461538461539,0.6307129798903108
VIBOR-A RUSSELL CLASSIC FIBER 2024,87.95,vibor-a,No data,2,4,1,1,1,0,1,2,mixta,0.6423076923076924,0.5283363802559414
SOFTEE RUNA BLUE HYBRID,139.95,softee,azul,2,4,0,1,2,0,1,2,hombre,0.6346153846153847,0.5648994515539305
SOFTEE RAZE EVOLUTION GREEN CARBONO,75.95,softee,negro,2,4,0,1,1,0,1,2,hombre,0.5961538461538461,0.49177330895795246
SOFTEE RANGER ORANGE 2024,59.95,softee,negro,2,4,1,2,1,3,2,3,hombre,0.9115384615384615,0.8354661791590494
SOFTEE RUNA RED HYBRID 2024,139.95,softee,negro,2,4,0,1,1,0,1,2,hombre,0.5961538461538461,0.49177330895795246
BULLPADEL X-COMPACT 2 LTD GREEN,64.95,bullpadel,"negro, verde",1,4,1,0,2,1,1,0,mixta,0.48846153846153845,0.44789762340036565
DUNLOP PDL SPACE ELITE G1 HL,95.95,dunlop,naranja,3,0,0,2,2,3,1,3,hombre,0.6923076923076923,0.7074954296160878
BULLPADEL KITTER AZUL,54.95,bullpadel,"negro, gris",3,2,0,0,2,3,2,0,mixta,0.5576923076923077,0.586837294332724
BULLPADEL VERTEX XSERIES,108.95,bullpadel,"negro, azul",3,4,1,2,1,2,1,1,mixta,0.7769230769230769,0.6819012797074955
NOX AT10 GENIUS 18K BLACK BY AGUSTIN TAPIA,179.95,nox,rojo,2,2,0,3,2,2,2,2,hombre,0.75,0.7184643510054844
SIUX PLATINUM REVOLUTION 24K,89.95,siux,"negro, naranja",2,4,0,0,2,2,1,0,mixta,0.5384615384615385,0.5210237659963437
BULLPADEL ELITE W MUJER 2023,114.95,bullpadel,"negro, plateado",2,2,2,0,2,2,1,2,mujer,0.6307692307692307,0.6160877513711153
NOX SHADOW CONTROL FIBER,79.95,nox,"negro, verde",2,3,0,0,2,1,2,0,mixta,0.4807692307692308,0.46617915904936014
DUNLOP RENEGADE,49.95,dunlop,"negro, amarillo, gris",1,4,0,0,1,1,1,0,mixta,0.40384615384615385,0.3382084095063985
BULLPADEL LEGEND 3.0,69.95,bullpadel,"negro, azul",1,4,1,0,2,1,1,0,mixta,0.48846153846153845,0.44789762340036565
BULLPADEL RAIDER PWR,49.95,bullpadel,"negro, verde",3,4,1,0,1,3,1,0,mixta,0.6423076923076924,0.5941499085923218
ADIDAS METALBONE W TEAM MUJER 2023,105.95,adidas,"negro, blanco, azul",3,4,1,0,3,3,2,3,mujer,0.9307692307692308,0.9488117001828154
BABOLAT COUNTER VIPER 2023,152.95,babolat,"negro, amarillo",2,2,0,0,2,1,2,2,mixta,0.5384615384615385,0.5319926873857405
NOX AT10 GENIUS 18K GLOSS BY AGUSTIN TAPIA EX,149.95,nox,No data,2,2,0,2,2,2,0,2,hombre,0.6153846153846154,0.586837294332724
WILSON BELA JUNIOR,44.95,wilson,"negro, rojo",3,2,1,0,2,3,2,3,junior,0.7769230769230769,0.7879341864716637
WILSON BELA TEAM V2 ROJO,109.95,wilson,rojo,3,2,1,0,2,3,2,3,mixta,0.7769230769230769,0.7879341864716637
NOX ML10 BAHIA LUXURY SERIES 23,109.95,nox,"negro, rojo",2,2,0,0,2,2,2,2,mixta,0.576923076923077,0.586837294332724
BABOLAT VIPER CARBON VICTORY BARCELONA,144.95,babolat,"gold, azul",3,2,0,0,2,3,2,3,hombre,0.7307692307692308,0.7513711151736746
WILSON CUPRA PADEL,104.95,wilson,No data,2,4,0,1,3,3,2,2,hombre,0.826923076923077,0.8464351005484461
NOX AT GENIUS ATTACK 18K 2022,127.95,nox,No data,0,2,0,0,2,3,2,0,hombre,0.38461538461538464,0.4497257769652651
BULLPADEL X-COMPACT 2 LTD NARANJA,39.95,bullpadel,"negro, naranja",1,4,1,0,1,1,1,0,mixta,0.45,0.3747714808043876
BULLPADEL FLOW W MUJER 2023,84.95,bullpadel,"blanco, rosa",2,2,2,0,2,3,2,2,mujer,0.7076923076923077,0.7148080438756856
DUNLOP SAMURAI SOFT,49.95,dunlop,"negro, gris, rojo",2,4,0,0,1,2,1,0,mixta,0.5,0.44789762340036565
PALA SIUX CAYMAN,59.95,siux,"negro, naranja, plateado",2,4,0,0,1,0,2,2,hombre,0.576923076923077,0.4917733089579525
DUNLOP IMPACT PRO HL PINK,59.95,dunlop,"negro, azul, rosa",2,2,1,2,2,0,2,2,mixta,0.6615384615384615,0.6014625228519197
BULLPADEL ELITE LIGHT FIP,99.95,bullpadel,No data,2,2,0,2,2,2,2,2,mujer,0.6923076923076923,0.6745886654478978
